    éûä‘[ms],  ñÄéCóÕ[gf],    ñÄéCåWêî
      5460.0,       1.120,       0.112
      5461.0,       0.996,       0.100
      5462.0,       0.871,       0.087
      5463.0,       0.871,       0.087
      5464.0,       0.965,       0.096
      5465.0,       1.120,       0.112
      5466.0,       1.151,       0.115
      5467.0,       1.089,       0.109
      5468.0,       0.996,       0.100
      5469.0,       0.903,       0.090
      5470.0,       0.871,       0.087
      5471.0,       0.965,       0.096
      5472.0,       1.245,       0.124
      5473.0,       1.432,       0.143
      5474.0,       1.587,       0.159
      5475.0,       1.618,       0.162
      5476.0,       1.587,       0.159
      5477.0,       1.525,       0.152
      5478.0,       1.463,       0.146
      5479.0,       1.400,       0.140
      5480.0,       1.494,       0.149
      5481.0,       1.556,       0.156
      5482.0,       1.712,       0.171
      5483.0,       1.712,       0.171
      5484.0,       1.649,       0.165
      5485.0,       1.525,       0.152
      5486.0,       1.400,       0.140
      5487.0,       1.307,       0.131
      5488.0,       1.276,       0.128
      5489.0,       1.307,       0.131
      5490.0,       1.307,       0.131
      5491.0,       1.369,       0.137
      5492.0,       1.338,       0.134
      5493.0,       1.307,       0.131
      5494.0,       1.214,       0.121
      5495.0,       1.214,       0.121
      5496.0,       1.183,       0.118
      5497.0,       1.183,       0.118
      5498.0,       1.214,       0.121
      5499.0,       1.369,       0.137
      5500.0,       1.494,       0.149
      5501.0,       1.556,       0.156
      5502.0,       1.618,       0.162
      5503.0,       1.556,       0.156
      5504.0,       1.525,       0.152
      5505.0,       1.463,       0.146
      5506.0,       1.556,       0.156
      5507.0,       1.681,       0.168
      5508.0,       1.805,       0.181
      5509.0,       1.898,       0.190
      5510.0,       1.961,       0.196
      5511.0,       1.836,       0.184
      5512.0,       1.712,       0.171
      5513.0,       1.494,       0.149
      5514.0,       1.432,       0.143
      5515.0,       1.432,       0.143
      5516.0,       1.494,       0.149
      5517.0,       1.525,       0.152
      5518.0,       1.494,       0.149
      5519.0,       1.338,       0.134
      5520.0,       1.120,       0.112
      5521.0,       0.871,       0.087
      5522.0,       0.654,       0.065
      5523.0,       0.622,       0.062
      5524.0,       0.716,       0.072
      5525.0,       0.903,       0.090
      5526.0,       1.089,       0.109
      5527.0,       1.214,       0.121
      5528.0,       1.214,       0.121
      5529.0,       1.183,       0.118
      5530.0,       1.151,       0.115
      5531.0,       1.214,       0.121
      5532.0,       1.400,       0.140
      5533.0,       1.587,       0.159
      5534.0,       1.774,       0.177
      5535.0,       1.836,       0.184
      5536.0,       1.805,       0.181
      5537.0,       1.649,       0.165
      5538.0,       1.525,       0.152
      5539.0,       1.400,       0.140
      5540.0,       1.400,       0.140
      5541.0,       1.432,       0.143
      5542.0,       1.463,       0.146
      5543.0,       1.463,       0.146
      5544.0,       1.432,       0.143
      5545.0,       1.307,       0.131
      5546.0,       1.214,       0.121
      5547.0,       1.089,       0.109
      5548.0,       0.996,       0.100
      5549.0,       0.934,       0.093
      5550.0,       0.934,       0.093
      5551.0,       0.965,       0.096
      5552.0,       0.996,       0.100
      5553.0,       1.027,       0.103
      5554.0,       1.089,       0.109
      5555.0,       1.183,       0.118
      5556.0,       1.245,       0.124
      5557.0,       1.338,       0.134
      5558.0,       1.463,       0.146
      5559.0,       1.618,       0.162
      5560.0,       1.774,       0.177
      5561.0,       1.867,       0.187
      5562.0,       1.961,       0.196
      5563.0,       2.023,       0.202
      5564.0,       1.961,       0.196
      5565.0,       1.898,       0.190
      5566.0,       1.805,       0.181
      5567.0,       1.712,       0.171
      5568.0,       1.712,       0.171
      5569.0,       1.743,       0.174
      5570.0,       1.743,       0.174
      5571.0,       1.649,       0.165
      5572.0,       1.463,       0.146
      5573.0,       1.245,       0.124
      5574.0,       0.965,       0.096
      5575.0,       0.778,       0.078
      5576.0,       0.685,       0.068
      5577.0,       0.716,       0.072
      5578.0,       0.809,       0.081
      5579.0,       0.934,       0.093
      5580.0,       0.934,       0.093
      5581.0,       0.903,       0.090
      5582.0,       0.871,       0.087
      5583.0,       0.840,       0.084
      5584.0,       0.934,       0.093
      5585.0,       1.089,       0.109
      5586.0,       1.338,       0.134
      5587.0,       1.494,       0.149
      5588.0,       1.712,       0.171
      5589.0,       1.743,       0.174
      5590.0,       1.743,       0.174
      5591.0,       1.681,       0.168
      5592.0,       1.649,       0.165
      5593.0,       1.681,       0.168
      5594.0,       1.805,       0.181
      5595.0,       1.961,       0.196
      5596.0,       2.054,       0.205
      5597.0,       2.023,       0.202
      5598.0,       1.898,       0.190
      5599.0,       1.743,       0.174
      5600.0,       1.587,       0.159
      5601.0,       1.494,       0.149
      5602.0,       1.369,       0.137
      5603.0,       1.276,       0.128
      5604.0,       1.214,       0.121
      5605.0,       1.120,       0.112
      5606.0,       0.934,       0.093
      5607.0,       0.778,       0.078
      5608.0,       0.622,       0.062
      5609.0,       0.591,       0.059
      5610.0,       0.591,       0.059
      5611.0,       0.654,       0.065
      5612.0,       0.716,       0.072
      5613.0,       0.809,       0.081
      5614.0,       0.871,       0.087
      5615.0,       0.996,       0.100
      5616.0,       1.058,       0.106
      5617.0,       1.089,       0.109
      5618.0,       1.120,       0.112
      5619.0,       1.120,       0.112
      5620.0,       1.151,       0.115
      5621.0,       1.245,       0.124
      5622.0,       1.369,       0.137
      5623.0,       1.463,       0.146
      5624.0,       1.463,       0.146
      5625.0,       1.463,       0.146
      5626.0,       1.432,       0.143
      5627.0,       1.400,       0.140
      5628.0,       1.432,       0.143
      5629.0,       1.494,       0.149
      5630.0,       1.525,       0.152
      5631.0,       1.525,       0.152
      5632.0,       1.494,       0.149
      5633.0,       1.307,       0.131
      5634.0,       1.120,       0.112
      5635.0,       0.903,       0.090
      5636.0,       0.747,       0.075
      5637.0,       0.716,       0.072
      5638.0,       0.840,       0.084
      5639.0,       0.903,       0.090
      5640.0,       0.965,       0.096
      5641.0,       0.903,       0.090
      5642.0,       0.840,       0.084
      5643.0,       0.747,       0.075
      5644.0,       0.778,       0.078
      5645.0,       0.871,       0.087
      5646.0,       1.089,       0.109
      5647.0,       1.276,       0.128
      5648.0,       1.463,       0.146
      5649.0,       1.463,       0.146
      5650.0,       1.432,       0.143
      5651.0,       1.369,       0.137
      5652.0,       1.307,       0.131
      5653.0,       1.338,       0.134
      5654.0,       1.432,       0.143
      5655.0,       1.618,       0.162
      5656.0,       1.743,       0.174
      5657.0,       1.774,       0.177
      5658.0,       1.681,       0.168
      5659.0,       1.463,       0.146
      5660.0,       1.183,       0.118
      5661.0,       0.934,       0.093
      5662.0,       0.809,       0.081
      5663.0,       0.778,       0.078
      5664.0,       0.809,       0.081
      5665.0,       0.871,       0.087
      5666.0,       0.871,       0.087
      5667.0,       0.840,       0.084
      5668.0,       0.778,       0.078
      5669.0,       0.747,       0.075
      5670.0,       0.778,       0.078
      5671.0,       0.840,       0.084
      5672.0,       0.965,       0.096
      5673.0,       1.089,       0.109
      5674.0,       1.214,       0.121
      5675.0,       1.245,       0.124
      5676.0,       1.245,       0.124
      5677.0,       1.151,       0.115
      5678.0,       1.120,       0.112
      5679.0,       1.151,       0.115
      5680.0,       1.307,       0.131
      5681.0,       1.525,       0.152
      5682.0,       1.774,       0.177
      5683.0,       1.930,       0.193
      5684.0,       1.992,       0.199
      5685.0,       1.930,       0.193
      5686.0,       1.836,       0.184
      5687.0,       1.712,       0.171
      5688.0,       1.587,       0.159
      5689.0,       1.494,       0.149
      5690.0,       1.400,       0.140
      5691.0,       1.338,       0.134
      5692.0,       1.183,       0.118
      5693.0,       1.058,       0.106
      5694.0,       0.903,       0.090
      5695.0,       0.809,       0.081
      5696.0,       0.716,       0.072
      5697.0,       0.716,       0.072
      5698.0,       0.840,       0.084
      5699.0,       0.934,       0.093
      5700.0,       1.027,       0.103
      5701.0,       1.027,       0.103
      5702.0,       0.996,       0.100
      5703.0,       0.903,       0.090
      5704.0,       0.840,       0.084
      5705.0,       0.840,       0.084
      5706.0,       0.934,       0.093
      5707.0,       1.058,       0.106
      5708.0,       1.276,       0.128
      5709.0,       1.463,       0.146
      5710.0,       1.618,       0.162
      5711.0,       1.712,       0.171
      5712.0,       1.712,       0.171
      5713.0,       1.649,       0.165
      5714.0,       1.649,       0.165
      5715.0,       1.649,       0.165
      5716.0,       1.681,       0.168
      5717.0,       1.681,       0.168
      5718.0,       1.681,       0.168
      5719.0,       1.556,       0.156
      5720.0,       1.400,       0.140
      5721.0,       1.214,       0.121
      5722.0,       1.058,       0.106
      5723.0,       0.965,       0.096
      5724.0,       1.027,       0.103
      5725.0,       1.089,       0.109
      5726.0,       1.183,       0.118
      5727.0,       1.183,       0.118
      5728.0,       1.151,       0.115
      5729.0,       1.027,       0.103
      5730.0,       0.903,       0.090
      5731.0,       0.809,       0.081
      5732.0,       0.809,       0.081
      5733.0,       0.934,       0.093
      5734.0,       1.089,       0.109
      5735.0,       1.245,       0.124
      5736.0,       1.338,       0.134
      5737.0,       1.400,       0.140
      5738.0,       1.400,       0.140
      5739.0,       1.494,       0.149
      5740.0,       1.587,       0.159
      5741.0,       1.681,       0.168
